id,Model,Display name,Hugging Face developer id,Version release date,Notes,Link,Aider’s polyglot benchmark,OS World (Screenshot),LiveBench,Balrog,The Agent Company,AidanBench,WeirdML V1,WebDevArena,SimpleBench,Factorio Learning Environment,HCAST,RE-Bench,MCBench,VendingBench,METR horizon lengths,Cybench,Lech Mazur Writing,TEMPLATE,GeoBench,Fiction.LiveBench,CadEval,VPCT,HellaSwag,OpenBookQA,WinoGrande,MMLU,BBH,TriviaQA,autoadvexbench,Terminal Bench,BrowseComp,OSUniverse,VideoMME,GSO-Bench,GSM8K,CommonSenseQA 2,SuperGlue,LAMBADA,BoolQ,PIQA,ARC AGI,Adversarial NLI,ScienceQA,DeepResearch Bench,WeirdML V2,ARC AI2,EnigmaEval,VISTA,ToolComp,Has external benchmark result on hub (WIP),TEMPLATE copy
gpt-j-6b,GPT-J-6B,,EleutherAI,2021-08-05,,https://huggingface.co/EleutherAI/gpt-j-6b,,,,,,,,,,,,,,,,,,,,,,,reckIFCQgW9j4dxIA,rec9RxSC1PV3tdeZJ,recqm0WP49ptSUceV,"recSU7vpnDawA53bF,recnPxCnkNQT6Bl8j",,,,,,,,,,,,,recZKmrERvEZF19dQ,recieMBRnl774Kp8o,,,,,,recPDicLmVESGltVO,,,,0,
gpt-neox-20b,GPT-NeoX-20B,,EleutherAI,2022-04-07,,https://huggingface.co/EleutherAI/gpt-neox-20b,,,,,,,,,,,,,,,,,,,,,,,recKBrB9BpH26k9lE,recPTpLjU81ZjRoxs,rec00370DghOGVzXq,,,,,,,,,,,,,,recxDRq4b1ufMQvK9,rec8Sh8crarIde2aF,,,,,,recSYskjlkTSJPrPU,,,,0,
stablelm-tuned-alpha-7b,,,stabilityai,2023-04-19,,https://huggingface.co/stabilityai/stablelm-tuned-alpha-7b,,,,,,,,,,,,,,,,,,,,,,,reczrfJheZMsfglky,rec1pDbHRlNgb6yqD,recfH4Zt9mBnsKlXy,,,,,,,,,,,,,,recDlV2VRTJZln7b2,recSBbD5ut1zFgBlR,,,,,,recHdiAAANd9V5aXp,,,,0,
Llama-2-13b-chat,Llama 2-13B,,meta-llama,2023-07-18,,https://huggingface.co/meta-llama/Llama-2-13b-chat,,,,,,,,,,,,,,,,,,,,,,,,,,"reccr6kNapl4XhHMh,recP7LM6vdowGXldC","recFvpL4cwIM1jkzD,recYo1J8Qmz0VOJEw",,,,,,,,"recQvGZxtMqZBhrzX,receIYDoF0g38AmUG",,,,,,,,,,,,,,,0,
Llama-2-70b-chat,Llama 2-70B,,meta-llama,2023-07-18,,https://huggingface.co/meta-llama/Llama-2-70b-chat,,,,,,,,,,,,,,,,,,,,,,,,,,"rechEaZxx7y6EW89C,recq7vZurZvyzSaF8","recDy6LbjY6SvJbKC,rece5fh6ERllQI4iK",,,,,,,,"recvSWvfSUrNLC9jO,recjUxUiNVOU4NPaE",,,,,,,,,,,,,,,0,
Baichuan2-13B-Chat,,,baichuan-inc,2023-09-06,,https://huggingface.co/baichuan-inc/Baichuan2-13B-Chat,,,,,,,,,,,,,,,,,,,,,,,,,,"recic0LQTjjN2UHF2,recLNxS9WuckNhW0w","recTQ6AnVQI3HzzDR,recbtRKdpDgysDGSC",,,,,,,,"recRNdsAyvpxPEgNH,recpO2MhyWbmloHzx",,,,,,,,,,,,,,,0,
Qwen-14B-Chat,Qwen-14B,,Qwen,2023-09-24,,https://huggingface.co/Qwen/Qwen-14B-Chat,,,,,,,,,,,,,,,,,,,,,,,,,,"rechXjvOrdKm234Fr,recfT37OwcoOgwoYl","recwg8hk8QR2EAEmW,recMoa8pBH75GkNPC",,,,,,,,"recWEw3LYrO0FK3nA,recZlE4AqZQVZIb8G",,,,,,,,,,,,,,,0,
Yi-6B-Chat,Yi 6B,,01-ai,2023-11-22,,https://huggingface.co/01-ai/Yi-6B-Chat,,,,,,,,,,,,,,,,,,,,,,,,,,"recS1feH5g4KJrpW8,receVD87dnzgVzRts","recwwBrVHafqCEK3w,rec7U0UkrJXKMFZGe",,,,,,,,"recXDDudal1CkzMWV,recNmM3qEyqQo0BeU",,,,,,,,,,,,,,,0,
internlm-chat-20b,,,internlm,2023-09-17,,https://huggingface.co/internlm/internlm-chat-20b,,,,,,,,,,,,,,,,,,,,,,,,,,"recdCL1os0x7URkOn,recQkCpGZV2zmuda4","recdeDl0iYyeqCdZf,recMU394COBhaIEAe",,,,,,,,rec1DzxapEWUb1QLT,,,,,,,,,,,,,,,0,
blip2-opt-2.7b,BLIP-2 (Q-Former),,Salesforce,2023-02-06,,https://huggingface.co/Salesforce/blip2-opt-2.7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reckMv8O8r13skE3P,,,,,,,0,
falcon-11B-vlm,,,tiiuae,2024-05-21,,https://huggingface.co/tiiuae/falcon-11B-vlm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec6Px3f23pIK410C,,,,,,,0,
llava-v1.6-vicuna-7b,,,liuhaotian,2024-01-31,,https://huggingface.co/liuhaotian/llava-v1.6-vicuna-7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"recLQWTFD7gZEc4Pd,recUUhaZd0PNJBznr",,,,,,,0,
llava-v1.6-vicuna-13b,,,liuhaotian,2024-01-31,,https://huggingface.co/liuhaotian/llava-v1.6-vicuna-13b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recMzgZXL1CtfmhvN,,,,,,,0,
llava-v1.6-mistral-7b,,,liuhaotian,2024-01-31,,https://huggingface.co/liuhaotian/llava-v1.6-mistral-7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recHkwW8HkY5EvWuw,,,,,,,0,
instructblip-vicuna-7b,,,Salesforce,2023-05-22,,https://huggingface.co/Salesforce/instructblip-vicuna-7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recrqpiBC2wq4jXQS,,,,,,,0,
instructblip-vicuna-13b,,,Salesforce,2023-12-25,,https://huggingface.co/Salesforce/instructblip-vicuna-13b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recfjqnJ0LLGYRCzA,,,,,,,0,
InternVL-Chat-ViT-6B-Vicuna-7B,,,OpenGVLab,2023-12-25,,https://huggingface.co/OpenGVLab/InternVL-Chat-ViT-6B-Vicuna-7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recwNwS3zW5ZnI8my,,,,,,,0,
InternVL-Chat-ViT-6B-Vicuna-13B,,,OpenGVLab,2024-08-16,,https://huggingface.co/OpenGVLab/InternVL-Chat-ViT-6B-Vicuna-13B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recLjjaIU4o6tkfTL,,,,,,,0,
Phi-3.5-vision-instruct,,,microsoft,2024-08-16,,https://huggingface.co/microsoft/Phi-3.5-vision-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec0npY7rc711egAe,,,,,recNBIKQ6WFITMLXc,,0,
gemini-1.0-pro-vision,Gemini 1.0 Pro Vision,,,2024-01-04,,https://console.cloud.google.com/vertex-ai/publishers/google/model-garden/gemini-pro-vision?pli=1&inv=1&invt=Ab40hg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recSwZQTEaQUGeWS6,,,,,,,0,
MM1-3B-Chat,,,,2024-03-14,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/04237.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recFXgM2b1MxXJ0GW,,,,,,,0,
MM1-7B-Chat,,,,2024-03-14,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/04237.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recOtCxq6HmvnIucp,,,,,,,0,
llama3-llava-next-8b,,,lmms-lab,2024-04-20,,https://huggingface.co/lmms-lab/llama3-llava-next-8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec4WiZfQpgoA4nv2,,,,,,,0,
llava-v1.5-7b,,,liuhaotian,2023-10-05,,https://huggingface.co/liuhaotian/llava-v1.5-7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec0ww4tyLYeEjUZ3,,,,,,,0,
Qwen3-235B-A22B-Thinking-2507,,,Qwen,2025-07-25,,https://huggingface.co/Qwen/Qwen3-235B-A22B-Thinking-2507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec1QFsYDTNUf8UB0,,,,,1,
Qwen3-235B-A22B-Instruct-2507,Qwen3-235B-A22B,,Qwen,2025-07-25,,https://huggingface.co/Qwen/Qwen3-235B-A22B-Instruct-2507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reculBSjwckG4bYHD,,,,,1,
gpt-5-2025-08-07_medium,GPT-5,GPT-5 (medium),,2025-08-07,,,recESWz46G8mPRBRc,,,,,,,,,,,,,,recNwo7dbEyB1crye,,,,recFgJeRfhlSbQeu9,rec5ebPSkPFSMrFog,,recsN4vpvg4hEFivY,,,,,,,,"recGXLQ2JtOQGxSwC,recTYCZIYKlPJFG2T,recjW2tFsAsHrec3h,recrsAFNu9U4SbVfx",,,,,,,,,,,,,,recsWpC0ObN7DsE4t,,,,,,1,
gpt-5-2025-08-07_high,GPT-5,GPT-5 (high),,2025-08-07,,,recusk6NHwVicJ6kW,,,,,,,recQLSl4DM4fz7VAt,recYzgCOm2JdsaO4v,,,,,,,,,,,,,recr3Z2yR195jbjtt,,,,,,,,,,,,recXbtm7TgBsNVAJQ,,,,,,,,,,recQCpfcr9yYqfBqe,rec4qZr44BtF62vqq,,rec9fr0vVlW29i2XC,rec7AAK8gzmfzx3JW,,1,
gpt-5-mini-2025-08-07_medium,GPT-5 mini,GPT-5 mini (medium),,2025-08-07,,,,,,,,,,,,,,,,,,,,,,recD4lezAe4h8rXLG,,rec6APYO4FYKyHDtb,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
gpt-5-mini-2025-08-07_high,GPT-5 mini,GPT-5 mini (high),,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,recV0qj04cOD1aAYJ,,,,,,,,,,,,,,,,,,,,,,,recGzRI7z9Ript5yD,,recWT711C2Jg94N6r,recAyeIKEygdGeHxY,,1,
gpt-5-nano-2025-08-07_medium,GPT-5 nano,GPT-5 nano (medium),,2025-08-07,,,,,,,,,,,,,,,,,,,,,,recDspmMIr9SGBdu2,,rec1Ak2IO7DaZW9Sm,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
gpt-5-nano-2025-08-07_high,GPT-5 nano,GPT-5 nano (high),,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,rec4oPG9VFZ9Hj1Nu,,,,,,,,,,,,,,,,,,,,,,,recWpIUcWCiiJjsuv,,,,,1,
gpt-5-2025-08-07_low,GPT-5,GPT-5 (low),,2025-08-07,,,recUEmzrfcnLZAiii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recIbyRHhHFxDYfXq,,,,,,1,
gpt-5-2025-08-07_minimal,GPT-5,GPT-5 (minimal),,2025-08-07,,,,,,recWQdFmqwZIHfPD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recHggeQMAdJvIEz9,,,,,,1,
GLM-4.5-Air,,,zai-org,2025-07-20,,https://huggingface.co/zai-org/GLM-4.5-Air,,,,,,,,recyD2ZNG4gtW9Y0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
openhands-lm-32b-v0.1,,,all-hands,2024-03-26,,https://huggingface.co/all-hands/openhands-lm-32b-v0.1,recboVfDWPcwnvyJ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
kimi-k2-0711-preview,Kimi K2,,,2025-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
gpt-3.5-turbo-0301,GPT-3.5 Turbo,,,2023-03-01,,https://openai.com/index/introducing-chatgpt-and-whisper-apis/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
DeepSeek-V3.1,DeepSeek-V3.1,,deepseek-ai,2025-08-21,,https://api-docs.deepseek.com/news/news250821,,,,,,,,recoUouxwJTO6jCv1,recAiu3FFJglQ0FdI,,,,,,,,,,,recUqjDWvUSuFpARK,,,,,,,,,,,,,,,,,,,,,,,,,recpYiDZJiwfMbLKa,,,,,1,
kimi-k2-turbo-preview,Kimi K2,Kimi K2 Turbo,moonshotai,2025-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
qwen3-max-2025-09-23,Qwen3-Max,Qwen3-Max-Instruct,,2025-09-24,,,,,,,,,,,,,,,,,,,,,,recu0hDchjpppvDHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
claude-sonnet-4-5-20250929,Claude Sonnet 4.5,,,2025-09-29,,,,,,,,,,,recWdgpLTxKnAX8LL,,,,,,recwCLGT9Kr3iDcqu,,,,,,,recCCodoLB4uRw9uE,,,,,,,,recI91PcJhNrmcSLR,,,,,,,,,,,,,,recWmaxS0ycQLxFMa,recJyT9ShE1YMRU74,,,,,1,
claude-sonnet-4-5-20250929_16K,Claude Sonnet 4.5,,,2025-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recWzey65DpSgKtm8,,,,,1,
grok-4-fast,Grok 4 Fast,,,2025-09-19,,,,,,,,,,,,,,,,,,,,,,recSUyk1OUgBytYVw,,,,,,,,,,recf8L7V6uPE6G0zO,,,,,,,,,,,,,,,recSenSiVOzoyrhM7,,,,,1,
gpt-oss-120b_medium,gpt-oss-120b,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recLmo6NcvCM4Ye7a,,,,,1,
gpt-oss-120b_high,gpt-oss-120b,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recWRKD0ymts02CqB,,,,,1,
gpt-oss-20b_medium,gpt-oss-20b,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recfATNb3nYbAeRBC,,,,,1,
gpt-oss-20b_high,gpt-oss-20b,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec1XWGoYSV4OlC8J,,,,,1,
mistral-medium-2508,,,,2025-08-12,,https://x.com/MistralAI/status/1955316715417382979?lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recaGKXTNqQWwgcGX,,,,,1,
Kimi-K2-Instruct-0905,Kimi K2,,moonshotai,2024-09-05,,https://huggingface.co/moonshotai/Kimi-K2-Instruct-0905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec1A4AJeDxbjisAk,,,,,1,
DeepSeek-V3.1_thinking,DeepSeek-V3.1,,deepseek-ai,2025-08-21,,https://api-docs.deepseek.com/news/news250821,,,,,,,,recGfqSb7DIX51ffo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recl9hxiaWkqe40FN,,,,,1,
grok-3-mini_high,Grok-3 mini,,,2025-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rectdVmbAMbhHQ5K3,,,,,1,
grok-3-mini_low,Grok-3 mini,,,2025-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
gemini-2.5-flash-preview-09-25,Gemini 2.5 Flash,,,2025-09-25,,,,,,,,,,,,,,,,,,,,,,,,recUuPqxD6I72fBY3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
gemini-2.5-flash-preview-09-25_16k,Gemini 2.5 Flash,,,2025-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recA6D3LkM2OuG2TH,,,,,1,
glm-4.5_thinking,GLM 4.5,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recGEblb3SNnepRe1,,,,,1,
gpt-5-codex,GPT-5,,,2025-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recnFKSgAdCnokANq,,,,,,,,,,,,,,,,,,,,1,
glaive-swe-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recbn7uXZBsVhX3gc,,,,,,,,,,,,,,,,,,,,1,
gemini-robotics-er-1.5-preview,,,,2025-09-26,,https://ai.google.dev/gemini-api/docs/robotics-overview,,,,,,,,,,,,,,,,,,,,,,recjtzyakPMsEmkjI,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
claude-sonnet-4-5-20250929_32K,Claude Sonnet 4.5,,,2025-09-29,,,,,,,,,,,,,,,,,,,,,,,,recrRiFpB4Yu07ICW,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
gemini-2.5-flash-lite-preview-09-25,Gemini 2.5 Flash-Lite,,,2025-09-25,,,,,,,,,,,,,,,,,,,,,,,,recOdPVRW9wrLgR8D,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
qwen3-coder-plus,,,,2025-09-23,,https://openrouter.ai/qwen/qwen3-coder-plus,,,,,,,,recb5Q2Ez7Shxvl2o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
grok-code-fast-1,,,,2025-08-28,,https://docs.x.ai/docs/models/grok-code-fast-1,,,,,,,,recwDmrugC0gQr9H9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
chutes/gpt-oss-120b_high,gpt-oss-120b,,,2025-08-05,,https://chutes.ai/app/chute/610528a4-f2db-55c8-a43f-b83f3f215d00,,,,,,,,,,,,,,,,,,,,recTgsRtybeRBo0bS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
chutes/Qwen3-Next-80B-A3B-Instruct,,,,2025-09-11,,https://chutes.ai/app/chute/4f1c6850-19ad-5c1a-89e8-7fb40216e876,,,,,,,,,,,,,,,,,,,,recOQ8BmlPxZq94pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
chutes/gpt-oss-120b,gpt-oss-120b,,,2025-08-05,,https://chutes.ai/app/chute/610528a4-f2db-55c8-a43f-b83f3f215d00,,,,,,,,,,,,,,,,,,,,recNIK4LItxDoB2cp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
DeepSeek-V3.2-Exp,,,,2025-09-29,,https://huggingface.co/deepseek-ai/DeepSeek-V3.2-Exp,,,,,,,,,,,,,,,,,,,,receUfV4BD8haUXI5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
DeepSeek-V3.2-Exp_high,,,,2025-09-29,DeepSeek's API,https://api-docs.deepseek.com/news/news250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
fireworks/Kimi-K2-Instruct-0905,Kimi K2,,,2025-09-05,,https://fireworks.ai/models/fireworks/kimi-k2-instruct-0905,,,,,,,,,,,,,,,,,,,,recgQKMiUkKGr536O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
parasail-qwen3-235b-a22b-instruct-2507,Qwen3-235B-A22B,,,2025-09-01,,https://www.requesty.ai/solution/llm-routing/models/parasail/parasail-qwen3-235b-a22b-instruct-2507,,,,,,,,,,,,,,,,,,,,recshhfvwBqzpWiyF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
nvidia-nemotron-nano-9b-v2,,,,2025-08-18,,https://build.nvidia.com/nvidia/nvidia-nemotron-nano-9b-v2/modelcard,,,,,,,,,,,,,,,,,,,,recBiPtqRIw3wQvol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
deepinfra/Qwen3-Next-80B-A3B-Instruct,,,,,,https://deepinfra.com/Qwen/Qwen3-Next-80B-A3B-Instruct,,,,,,,,,,,,,,,,,,,,recNjAnkVZJOFT6ey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
gpt-5-pro-2025-10-06_high,GPT-5 Pro,,,2025-10-07,,https://platform.openai.com/docs/models/gpt-5-pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
